"age","income","gender","web_visits","purchased"
52,6850,"Male",23,0
34,1018,"Male",13,0
51,6731,"Male",6,0
36,4720,"Male",20,0
40,9273,"Male",10,1
52,3482,"Male",25,0
68,5106,"Male",20,1
46,3806,"Male",3,1
45,3455,"Male",1,0
59,1035,"Female",4,1
69,1124,"Female",3,1
30,4414,"Female",4,1
66,4195,"Female",26,0
35,1848,"Male",23,1
37,6220,"Female",10,0
64,1046,"Male",10,1
43,1197,"Male",25,1
51,9617,"Female",30,1
52,8569,"Male",28,0
55,6736,"Male",25,1
23,6914,"Male",13,1
44,4332,"Male",19,0
67,4412,"Male",3,1
26,2013,"Male",25,1
54,1133,"Female",11,0
31,6794,"Male",25,0
35,6265,"Male",2,0
70,4440,"Male",19,0
67,5837,"Female",11,0
20,1187,"Male",16,1
38,4319,"Male",7,0
21,7916,"Female",6,1
48,6723,"Female",10,1
34,9796,"Female",8,1
33,4622,"Female",12,0
61,5454,"Male",30,1
39,4690,"Female",4,1
48,2918,"Female",5,1
36,8500,"Female",10,1
60,3642,"Male",22,0
66,8185,"Female",29,1
60,4811,"Male",24,1
34,6356,"Male",12,0
48,7777,"Male",18,1
52,5660,"Male",18,0
59,1907,"Male",28,0
61,7339,"Male",16,0
42,4667,"Female",1,1
31,9036,"Female",14,1
32,3071,"Male",8,0
67,9903,"Female",7,1
40,8966,"Male",25,0
51,2192,"Female",26,0
27,6478,"Male",9,1
27,4186,"Female",7,0
35,1848,"Female",10,0
60,7868,"Female",14,0
61,3391,"Female",20,0
22,8583,"Male",23,0
54,8202,"Female",17,0
26,2330,"Female",30,1
46,3240,"Female",18,0
20,6799,"Male",14,0
60,7279,"Female",15,1
43,1393,"Male",27,0
45,3141,"Female",7,1
70,9875,"Female",7,0
31,5243,"Female",17,1
66,2777,"Female",20,0
62,4258,"Male",10,0
29,7556,"Male",1,1
31,7716,"Female",2,0
38,8406,"Female",8,0
27,8226,"Female",7,1
38,2930,"Male",0,0
22,5383,"Male",20,1
41,7233,"Female",24,0
35,1086,"Male",14,1
27,7682,"Male",17,1
25,8559,"Female",29,1
49,2317,"Male",0,0
26,2112,"Female",21,1
22,4332,"Female",18,0
57,6575,"Male",18,1
43,2859,"Male",13,0
65,4461,"Female",23,1
18,7381,"Male",10,0
67,3917,"Male",16,1
61,4110,"Male",18,1
59,8586,"Female",13,1
33,1343,"Male",11,0
49,3025,"Male",29,0
18,4165,"Male",23,1
30,6222,"Female",4,0
36,4514,"Male",12,0
36,3766,"Female",25,1
68,9420,"Female",0,1
45,4358,"Female",18,0
43,4085,"Male",2,0
39,3820,"Female",5,0
51,7178,"Male",2,1
62,4582,"Female",14,0
29,1511,"Female",17,0
62,3610,"Female",25,0
61,2891,"Male",29,0
43,6171,"Male",26,0
57,8882,"Male",7,1
62,1106,"Female",2,1
42,9466,"Male",29,0
46,1758,"Male",24,1
35,3073,"Male",17,1
32,8911,"Male",7,1
20,9609,"Male",19,0
25,3212,"Female",19,0
54,4008,"Female",28,1
61,6606,"Female",5,1
70,2151,"Female",10,1
21,9890,"Male",15,0
24,4862,"Female",3,1
57,3600,"Male",15,1
59,6425,"Female",26,1
49,2306,"Female",13,0
20,2802,"Female",10,0
28,6501,"Male",14,1
26,9342,"Female",13,0
20,2784,"Female",8,1
67,9043,"Male",27,1
23,9157,"Male",30,1
34,6936,"Male",15,1
64,6767,"Female",24,0
65,1240,"Male",8,0
19,7776,"Female",13,1
28,3018,"Female",17,0
66,7925,"Male",7,0
65,6679,"Female",20,0
52,7579,"Male",30,0
56,4208,"Male",25,0
64,9453,"Male",25,0
51,6475,"Female",23,1
65,1454,"Male",23,0
51,5966,"Male",5,0
61,4233,"Male",27,1
51,8741,"Male",16,0
45,5992,"Female",20,1
26,9393,"Male",4,1
63,5170,"Female",14,0
54,4367,"Female",13,1
23,2646,"Male",12,0
21,4894,"Male",15,1
32,5886,"Male",27,1
68,2672,"Female",16,1
48,5046,"Male",12,1
27,5063,"Female",3,1
36,8399,"Female",19,0
25,3236,"Female",3,0
64,9066,"Female",24,0
20,6500,"Male",23,0
24,4984,"Male",22,1
58,6806,"Female",9,1
20,2473,"Female",13,0
21,3440,"Male",30,1
68,2614,"Male",30,0
30,4435,"Female",7,1
56,6942,"Female",12,1
29,9259,"Male",28,1
24,4485,"Male",9,0
30,7053,"Female",29,1
24,7388,"Female",9,0
65,5721,"Male",27,1
23,2132,"Female",17,0
25,5077,"Female",15,1
70,9051,"Male",7,1
47,8262,"Female",20,0
49,9400,"Female",5,1
53,2489,"Female",24,1
21,4906,"Female",16,1
58,9966,"Female",12,1
67,2980,"Female",0,1
31,3867,"Male",29,1
51,4193,"Male",10,1
64,8954,"Male",15,0
24,6391,"Female",3,0
29,3090,"Male",15,0
20,5274,"Female",2,0
45,6288,"Male",28,0
50,3187,"Female",7,1
44,8300,"Female",22,0
48,4237,"Female",0,1
61,8904,"Female",16,0
58,1988,"Male",4,1
53,6354,"Female",27,0
58,2914,"Male",15,0
18,3684,"Female",20,0
67,7652,"Male",18,0
66,2753,"Female",10,1
26,7122,"Male",28,0
68,2983,"Male",8,0
52,5938,"Male",26,1
56,6989,"Male",27,0
41,9029,"Male",10,1
61,6655,"Female",19,1
53,3363,"Female",27,1
33,2889,"Male",18,1
67,3544,"Male",5,1
30,9738,"Male",3,1
55,1634,"Male",14,1
34,2221,"Male",18,1
39,4140,"Male",27,1
52,7674,"Male",2,1
68,5745,"Female",2,0
64,7339,"Female",25,0
70,9449,"Male",3,1
60,2654,"Female",16,1
21,3598,"Male",13,1
62,4730,"Female",0,1
20,6478,"Male",28,1
54,2648,"Female",3,1
52,1287,"Male",3,1
20,8554,"Male",28,0
63,6741,"Male",8,0
29,2326,"Female",19,0
68,1152,"Female",29,0
34,3271,"Female",8,1
49,1516,"Male",24,0
53,9321,"Male",0,0
39,1155,"Male",26,1
28,4186,"Female",21,1
38,4814,"Female",8,1
27,5887,"Female",3,1
24,8264,"Female",5,0
51,6779,"Female",20,0
30,1092,"Female",22,1
43,7092,"Male",18,0
18,8368,"Male",20,0
59,5044,"Male",23,0
38,1237,"Female",9,1
61,2949,"Male",12,0
30,2378,"Female",6,0
63,1463,"Male",30,1
60,8650,"Female",0,1
32,1909,"Female",5,1
35,6210,"Female",5,1
58,3851,"Female",7,1
41,7528,"Female",20,1
33,9867,"Male",25,0
43,6213,"Female",13,1
43,4778,"Female",24,0
37,1806,"Male",18,1
30,7710,"Female",14,0
25,2628,"Female",5,0
26,2025,"Male",8,1
58,4120,"Female",10,1
24,9066,"Male",11,0
51,3202,"Male",30,1
55,4727,"Male",0,0
18,8015,"Male",7,1
61,9647,"Female",22,1
54,1721,"Male",13,1
25,4142,"Female",11,1
41,5894,"Female",14,1
37,8799,"Female",18,1
66,9211,"Female",0,0
26,5661,"Male",15,1
18,5148,"Female",23,1
51,5590,"Female",3,0
19,2483,"Female",7,0
45,3435,"Female",6,1
69,9035,"Male",9,0
27,4049,"Female",30,0
47,2504,"Female",20,1
18,1765,"Male",6,0
33,8052,"Male",14,0
38,1941,"Male",0,0
25,1018,"Male",15,1
25,6127,"Female",21,0
51,2005,"Female",29,0
49,4637,"Male",26,1
24,4558,"Female",22,1
64,9198,"Male",28,0
56,5367,"Male",1,0
33,6525,"Male",15,1
29,7998,"Male",3,1
28,2001,"Female",1,1
18,2862,"Female",30,0
18,7606,"Male",15,1
30,3921,"Male",17,1
69,5906,"Male",21,0
47,4151,"Male",14,1
18,2305,"Male",26,1
22,4555,"Male",16,0
51,2421,"Male",17,0
68,8334,"Female",3,1
37,5600,"Female",29,0
18,6914,"Male",26,0
66,8522,"Female",11,1
21,9011,"Male",1,1
39,3369,"Female",13,1
21,6807,"Male",29,0
39,7942,"Male",28,1
63,5592,"Female",8,0
42,9627,"Male",9,1
37,6427,"Female",6,0
53,5932,"Male",12,0
27,6280,"Female",13,0
67,3089,"Female",16,0
63,9398,"Male",12,0
18,2629,"Female",10,0
43,5992,"Female",6,0
41,8661,"Female",28,0
38,6433,"Male",27,0
53,7830,"Female",27,1
57,5607,"Female",26,0
43,2401,"Female",14,1
33,6417,"Female",1,0
67,6034,"Female",4,0
19,9443,"Male",2,0
49,3195,"Male",12,0
47,3090,"Female",17,1
43,2205,"Female",28,1
31,9038,"Female",0,0
50,3500,"Male",20,0
25,4218,"Male",18,0
48,4310,"Male",3,0
53,4414,"Male",0,1
68,2310,"Female",7,1
31,8108,"Male",8,1
60,9122,"Female",16,0
62,9479,"Female",23,1
46,5720,"Male",3,0
35,6002,"Female",23,1
50,5530,"Male",10,0
41,5116,"Male",15,1
63,4369,"Male",12,1
48,1384,"Male",14,1
66,7374,"Male",30,0
22,1667,"Female",19,0
40,5179,"Male",7,0
51,3517,"Male",30,1
39,4026,"Female",25,0
41,2464,"Male",12,1
61,2835,"Male",8,0
43,4349,"Male",21,0
36,3536,"Female",6,1
38,6645,"Male",4,1
42,1974,"Female",30,1
57,8628,"Female",13,0
70,5941,"Female",19,0
55,3488,"Male",18,1
40,2839,"Male",30,1
63,8019,"Male",7,0
50,4880,"Male",22,1
34,2961,"Female",4,1
59,1219,"Male",3,1
58,4171,"Male",6,0
25,4226,"Female",17,0
59,3218,"Female",6,0
36,7656,"Female",3,1
19,4190,"Male",15,0
68,2436,"Male",24,1
56,4780,"Male",16,1
23,7725,"Male",21,0
51,8958,"Female",21,0
56,2206,"Female",4,0
18,1273,"Male",1,0
45,4237,"Male",16,0
27,8763,"Male",0,1
65,2372,"Female",4,0
57,7234,"Female",6,0
55,1925,"Male",27,0
27,3763,"Female",26,1
60,2469,"Male",24,0
49,9624,"Male",13,0
32,6725,"Male",6,0
67,9198,"Male",28,0
30,5084,"Female",28,0
59,1957,"Female",10,0
36,4443,"Female",21,1
48,8447,"Male",17,1
19,7844,"Male",18,1
52,1979,"Female",18,1
40,6225,"Female",26,1
70,5778,"Male",20,0
34,7480,"Male",10,1
26,2992,"Male",4,0
21,6056,"Male",20,1
49,8181,"Female",20,1
54,3864,"Female",18,0
35,5122,"Female",27,1
46,1366,"Male",21,0
31,5309,"Male",21,1
29,7278,"Female",8,0
35,6084,"Male",3,0
67,3784,"Female",20,1
18,9954,"Female",12,0
61,5345,"Female",22,1
64,5486,"Male",10,1
58,3837,"Male",11,1
56,8325,"Female",14,1
66,4284,"Female",22,1
24,7258,"Female",26,0
68,4635,"Male",6,0
65,6207,"Male",29,1
50,7452,"Female",0,0
66,4357,"Male",12,1
67,7965,"Female",0,0
30,2502,"Male",10,0
35,7945,"Male",11,1
68,7178,"Female",19,1
23,6600,"Male",2,1
54,1094,"Male",3,1
38,3660,"Female",11,1
35,7077,"Female",14,0
38,6298,"Female",25,0
25,1276,"Male",0,1
44,3196,"Male",22,0
63,6961,"Female",11,1
54,4089,"Male",8,1
31,2788,"Female",16,0
64,1560,"Male",18,0
37,5780,"Female",14,0
45,7442,"Male",27,1
43,8857,"Male",14,1
42,5744,"Male",11,1
31,3773,"Female",14,0
35,7862,"Male",27,0
55,9159,"Male",10,1
68,5540,"Male",1,0
61,7966,"Male",24,1
39,8470,"Male",2,0
18,1342,"Male",18,1
30,9846,"Male",4,0
56,9454,"Male",25,1
52,8411,"Male",17,1
18,1575,"Female",28,1
31,3447,"Female",12,1
63,5577,"Male",26,1
35,6003,"Male",18,1
65,9100,"Male",4,1
18,1124,"Female",28,1
21,9066,"Female",23,0
28,4151,"Female",26,0
30,7152,"Female",4,1
51,6567,"Female",17,0
48,8671,"Female",15,1
25,1446,"Male",22,0
65,7402,"Male",13,1
48,5069,"Male",30,0
37,1145,"Female",16,1
22,5482,"Male",13,0
61,9216,"Female",26,1
23,1437,"Male",21,1
54,4987,"Male",24,0
21,9420,"Male",28,1
33,9160,"Male",25,0
38,6245,"Female",0,1
65,5475,"Male",19,1
43,6661,"Female",15,0
43,4608,"Male",3,0
51,4728,"Female",25,0
32,1388,"Male",1,1
31,8742,"Female",19,0
67,9552,"Male",7,1
29,1383,"Male",1,0
33,5479,"Female",7,1
61,5822,"Male",15,0
46,9266,"Male",6,1
35,2180,"Male",9,0
30,4824,"Female",17,1
33,7707,"Male",4,1
64,1826,"Female",4,1
38,3511,"Male",7,1
65,4577,"Female",3,1
18,6072,"Male",21,1
55,6502,"Female",26,0
31,2949,"Female",17,0
47,5696,"Female",21,1
49,5653,"Male",25,1
41,3820,"Female",9,1
61,6068,"Female",11,0
60,7776,"Female",20,1
24,3750,"Female",29,0
19,1301,"Female",15,0
22,6234,"Male",11,1
66,3374,"Female",26,1
66,9298,"Female",17,0
45,3578,"Male",14,1
67,8313,"Male",29,0
36,7454,"Male",29,1
31,3533,"Female",27,1
51,8835,"Male",26,1
59,8548,"Male",2,0
43,6730,"Female",7,0
26,1741,"Male",0,1
47,5968,"Male",26,0
44,9845,"Female",23,1
33,1101,"Male",1,0
18,7242,"Male",1,0
30,6744,"Female",24,0
56,9009,"Female",29,1
18,7025,"Male",17,1
29,5803,"Female",23,1
34,9822,"Female",18,0
41,1857,"Male",16,1
56,4354,"Female",5,1
53,2609,"Female",14,0
68,6410,"Female",28,1
20,4889,"Female",8,0
41,6114,"Male",10,0
56,4854,"Female",20,1
24,6732,"Male",28,0
58,7579,"Female",9,0
25,6579,"Female",21,0
35,1374,"Male",8,1
70,3978,"Female",16,1
23,6836,"Male",8,0
43,5536,"Male",7,0
48,4589,"Male",1,0
18,7625,"Male",13,0
30,7146,"Female",9,1
23,1684,"Female",23,1
27,7545,"Male",26,1
62,3344,"Female",19,0
53,8246,"Female",11,1
70,7318,"Female",18,1
53,3665,"Male",8,0
45,8025,"Female",18,0
37,3738,"Male",0,1
64,6775,"Female",18,1
44,7570,"Male",29,1
41,4178,"Female",5,0
43,9945,"Male",2,1
18,6544,"Female",27,1
22,3947,"Female",9,1
34,8713,"Male",1,0
51,8725,"Male",9,1
23,8359,"Male",0,1
37,2332,"Female",1,0
54,3203,"Male",4,0
34,2857,"Male",0,0
35,5053,"Male",5,0
68,4911,"Female",15,1
30,1837,"Male",16,1
46,2646,"Male",21,1
63,6487,"Female",19,1
53,6878,"Female",7,0
40,2990,"Male",25,1
19,2695,"Female",19,1
43,5028,"Male",27,0
60,4701,"Female",15,1
29,9379,"Male",7,0
23,6748,"Male",13,0
18,1465,"Female",18,0
54,2049,"Female",5,1
46,9649,"Female",24,0
63,5747,"Male",26,1
57,4250,"Female",30,1
39,7126,"Male",2,1
66,3326,"Female",11,1
66,4787,"Female",8,0
54,8575,"Male",23,1
53,9372,"Male",3,0
57,6057,"Female",16,0
32,2803,"Female",17,0
54,7277,"Female",19,0
53,6906,"Male",26,0
36,7182,"Female",28,0
63,8567,"Female",20,0
18,9580,"Male",25,1
68,7861,"Male",4,0
42,8580,"Male",22,0
32,6217,"Female",24,1
67,2054,"Male",6,1
33,7037,"Male",10,1
63,9247,"Female",9,0
67,9620,"Female",15,1
34,3353,"Male",2,1
58,3139,"Male",2,0
46,2399,"Female",26,0
32,9602,"Male",22,1
44,5737,"Male",7,0
28,8153,"Female",29,1
40,3582,"Male",21,0
33,8167,"Male",18,1
28,8209,"Male",22,1
30,1923,"Female",20,1
37,4157,"Female",15,0
36,3137,"Female",2,0
44,3701,"Male",23,1
41,5501,"Female",6,0
57,8065,"Male",30,0
31,2892,"Female",6,1
50,9026,"Female",21,1
50,3690,"Male",11,1
58,5284,"Female",4,1
34,8371,"Male",11,1
27,9532,"Male",29,1
41,7089,"Female",5,1
64,7969,"Male",22,1
55,8679,"Female",6,1
63,7247,"Male",16,0
42,9627,"Female",23,1
28,3744,"Female",18,1
57,8645,"Female",19,0
35,4395,"Male",20,0
33,1905,"Male",28,0
48,3926,"Female",26,0
26,5344,"Female",20,0
23,1348,"Male",0,1
33,9167,"Male",16,1
58,6778,"Male",8,1
53,3436,"Male",27,0
61,5578,"Female",27,1
28,2632,"Male",24,1
19,7864,"Female",26,0
54,9986,"Female",0,1
46,9722,"Male",26,0
45,2327,"Male",14,0
26,7194,"Male",13,0
24,3317,"Female",6,1
45,5465,"Female",0,1
67,5028,"Male",22,1
26,9500,"Female",27,0
30,9789,"Male",17,1
18,1333,"Male",19,1
51,8016,"Male",30,1
68,9147,"Female",14,0
24,9617,"Female",16,0
67,4445,"Female",2,1
21,2895,"Female",25,0
27,1810,"Female",21,1
58,3637,"Female",12,1
20,5259,"Male",30,0
56,1104,"Male",25,1
42,5159,"Female",26,0
35,3045,"Female",19,1
47,4507,"Female",29,1
24,4355,"Female",2,1
63,8884,"Female",6,0
23,7438,"Female",21,0
68,2926,"Male",28,1
63,6090,"Female",11,1
33,9366,"Male",13,0
19,2480,"Female",9,0
44,1176,"Female",9,0
60,2221,"Male",23,1
61,5515,"Female",15,0
66,8953,"Female",0,0
62,5586,"Male",9,0
22,6131,"Male",17,0
24,7671,"Female",1,0
44,2550,"Female",28,0
65,5778,"Male",7,1
42,1633,"Male",9,0
37,3524,"Male",7,1
59,6572,"Male",26,1
31,6918,"Female",23,1
18,7829,"Male",7,1
25,2732,"Female",27,1
55,4017,"Male",0,0
58,5329,"Male",30,1
18,4618,"Female",29,1
25,9975,"Female",27,0
36,1913,"Female",0,0
63,7751,"Female",16,1
59,2293,"Female",25,1
29,1329,"Male",9,0
54,3586,"Female",28,0
27,4570,"Male",22,1
31,5372,"Male",11,1
49,1279,"Female",24,1
66,9709,"Female",6,1
29,5877,"Female",18,0
66,4924,"Male",14,1
49,3318,"Female",28,1
54,8258,"Male",0,1
27,4355,"Male",23,0
59,5047,"Female",4,1
26,9179,"Female",26,1
69,3983,"Male",29,0
60,9038,"Female",9,1
47,4240,"Male",20,0
64,1409,"Female",16,1
36,2280,"Female",6,0
53,7430,"Male",21,1
49,3042,"Female",6,0
66,9832,"Female",10,1
40,1734,"Female",6,0
25,4079,"Male",28,0
26,4794,"Male",16,0
36,2490,"Male",6,1
24,4797,"Female",5,1
70,7957,"Male",13,1
38,3871,"Male",26,0
37,6670,"Female",4,1
37,7349,"Male",1,1
55,5085,"Male",19,0
67,5256,"Female",30,1
25,4751,"Female",4,0
61,9231,"Male",0,1
27,7918,"Male",3,0
55,9633,"Female",1,0
47,7213,"Male",7,0
38,5436,"Female",2,0
45,8147,"Male",9,0
44,7057,"Female",14,0
55,8121,"Male",3,0
62,7064,"Female",29,1
38,2602,"Male",16,1
25,5816,"Female",1,0
34,8458,"Male",7,0
43,1013,"Female",1,1
57,9347,"Female",26,0
44,4333,"Male",19,1
61,2648,"Female",12,1
29,3778,"Male",2,1
33,3652,"Male",24,0
33,4451,"Female",6,1
47,1194,"Male",1,1
50,4857,"Male",26,1
63,2162,"Female",18,1
65,2081,"Male",28,1
59,7503,"Male",11,0
64,6898,"Female",22,1
41,2105,"Female",18,1
24,3304,"Female",2,0
52,9708,"Female",26,1
21,5784,"Male",27,0
64,9812,"Male",6,0
30,9276,"Male",6,0
31,4311,"Female",4,1
48,2492,"Female",17,0
36,6539,"Female",12,1
63,8772,"Male",11,0
18,2695,"Female",18,0
48,2161,"Female",0,0
23,7450,"Female",20,0
66,6215,"Male",2,0
41,7016,"Male",12,0
52,2335,"Female",25,0
52,4551,"Female",12,1
18,6718,"Male",28,1
66,1196,"Female",2,1
35,9382,"Male",25,1
26,7641,"Female",22,0
31,6628,"Male",24,0
32,6834,"Female",23,0
65,8754,"Male",13,0
30,9691,"Female",3,0
42,7587,"Male",9,1
48,4059,"Female",17,0
34,3628,"Male",29,0
47,4142,"Male",6,0
58,5432,"Male",30,0
58,5221,"Male",3,0
57,2447,"Female",17,0
57,6267,"Female",14,0
65,5519,"Male",9,0
48,2015,"Male",15,1
36,5279,"Female",15,1
61,5662,"Male",4,0
35,8476,"Male",23,1
49,7060,"Female",22,1
67,5603,"Female",29,1
67,3963,"Female",27,0
64,7159,"Female",9,0
29,8105,"Male",17,1
28,4749,"Male",23,0
18,9896,"Female",24,0
57,5387,"Male",4,0
35,6349,"Female",28,1
52,4486,"Male",15,1
34,5361,"Male",18,0
56,5215,"Male",28,0
32,5345,"Female",4,0
38,2761,"Male",12,1
43,9579,"Female",12,1
62,3897,"Male",0,1
38,8149,"Male",8,1
56,3669,"Female",20,0
26,7680,"Female",27,1
70,2621,"Female",21,1
67,2304,"Female",17,0
42,8323,"Female",10,1
41,8048,"Male",23,0
60,9754,"Male",21,1
47,4112,"Female",26,1
33,2091,"Male",9,1
43,4853,"Male",7,1
18,5500,"Female",1,0
43,1101,"Female",12,0
60,3257,"Male",11,1
21,9149,"Female",7,1
61,1317,"Male",25,1
56,6133,"Female",22,0
47,5695,"Female",21,1
61,8915,"Female",6,1
55,4519,"Female",14,1
69,9799,"Female",5,0
21,8220,"Male",17,0
18,6346,"Female",18,1
23,5381,"Male",0,1
38,8802,"Male",20,0
18,3057,"Female",14,1
41,2575,"Male",24,0
54,5892,"Female",23,0
50,7835,"Male",2,0
30,5940,"Female",8,1
53,4260,"Male",21,1
56,9307,"Male",7,1
69,2202,"Female",1,1
31,4242,"Female",22,0
57,9951,"Male",28,1
43,9056,"Male",12,1
31,2565,"Female",30,1
27,5502,"Male",8,1
57,7613,"Male",12,0
21,2090,"Male",13,1
36,7151,"Female",29,0
19,6245,"Male",11,0
26,5018,"Male",29,1
18,5727,"Female",12,1
66,1903,"Male",4,0
29,2905,"Female",26,1
65,6349,"Female",7,1
36,5776,"Female",23,1
58,5715,"Male",28,1
25,8309,"Male",24,0
33,7949,"Female",20,1
33,1390,"Female",26,0
65,9466,"Male",17,0
60,3064,"Female",21,1
40,9640,"Male",24,0
37,9285,"Male",18,1
54,7441,"Male",4,0
53,5033,"Male",26,1
59,2773,"Female",30,1
46,3839,"Male",28,0
64,4310,"Female",2,1
20,7973,"Female",4,0
23,5693,"Female",26,1
37,4610,"Female",0,0
49,5482,"Male",28,0
28,5781,"Male",23,1
27,2868,"Female",0,1
23,1280,"Male",27,0
61,3737,"Female",5,0
36,4271,"Male",6,0
63,9955,"Female",27,0
49,8478,"Male",15,0
31,1789,"Male",4,1
31,1072,"Female",9,1
36,9316,"Female",5,0
42,6970,"Female",4,0
32,3497,"Male",23,1
69,3511,"Male",2,0
65,6334,"Female",21,1
70,8894,"Female",1,0
58,5896,"Female",4,1
60,6126,"Male",30,1
42,2949,"Female",14,0
54,8090,"Male",25,0
24,5234,"Male",18,0
38,3691,"Female",22,1
35,9928,"Male",27,1
43,7724,"Male",21,0
52,9648,"Female",7,1
51,9408,"Female",3,0
56,2863,"Male",0,0
40,1842,"Male",6,0
25,7640,"Female",4,1
28,6792,"Male",9,1
27,8651,"Female",13,1
59,2307,"Female",16,1
21,4528,"Male",4,1
70,9783,"Female",10,0
56,2676,"Female",21,0
18,5815,"Male",18,0
44,1721,"Female",17,1
49,6529,"Female",0,0
38,5367,"Male",1,1
32,2230,"Male",14,0
30,1201,"Female",22,1
46,4427,"Female",3,0
48,4935,"Male",23,1
22,7302,"Male",1,0
32,7497,"Female",4,0
42,6878,"Male",19,0
18,8269,"Female",6,0
46,3099,"Male",8,0
54,5887,"Male",29,0
20,2615,"Female",19,1
30,1367,"Female",16,0
68,9747,"Female",12,1
65,3514,"Female",3,0
60,7965,"Male",28,1
66,4242,"Male",6,0
49,3203,"Male",15,1
63,1021,"Male",12,1
41,2305,"Male",14,0
22,2888,"Female",1,0
34,8278,"Male",3,1
40,6055,"Male",27,1
20,2714,"Male",14,1
33,8219,"Female",4,1
49,1118,"Female",8,0
58,2285,"Female",27,1
44,3483,"Male",7,1
48,6439,"Female",25,1
29,9614,"Male",6,1
58,9882,"Female",7,0
20,1651,"Male",30,0
70,2049,"Female",17,1
29,1050,"Male",0,0
26,8103,"Female",15,1
70,7586,"Male",14,1
34,3479,"Female",29,1
70,3407,"Male",20,0
55,2233,"Female",15,1
58,3715,"Male",4,0
41,2802,"Male",11,1
43,4920,"Male",26,1
18,2631,"Male",29,0
28,8531,"Female",8,1
40,4646,"Male",23,1
70,3536,"Male",10,0
37,8807,"Female",0,1
20,9477,"Female",20,0
24,1501,"Female",14,1
39,3639,"Male",5,0
55,3610,"Male",10,0
64,3414,"Female",29,0
22,1447,"Female",5,0
37,4531,"Male",27,1
35,1682,"Male",8,0
61,6955,"Male",28,0
47,7757,"Male",18,1
47,3640,"Female",9,1
65,9087,"Female",0,0
40,3463,"Female",14,1
48,8654,"Female",29,0
67,3404,"Male",27,0
56,5419,"Male",18,0
59,4148,"Male",28,1
55,2874,"Female",0,0
62,5694,"Male",16,1
65,6301,"Female",12,1
55,8391,"Male",22,1
58,8712,"Male",14,1
26,2105,"Female",18,0
70,2258,"Male",3,1
55,9827,"Female",14,1
24,1557,"Male",6,1
47,5719,"Male",0,1
65,6635,"Male",17,0
25,6628,"Male",28,1
64,5876,"Female",6,0
38,2990,"Male",14,1
19,5435,"Male",4,1
46,8177,"Male",5,1
41,7558,"Male",28,1
45,1507,"Male",10,0
44,9355,"Male",12,0
47,4961,"Male",5,0
42,4345,"Female",12,1
67,9312,"Male",25,0
60,6036,"Female",23,1
60,2131,"Male",5,0
27,7958,"Female",18,0
54,2396,"Male",13,1
27,7648,"Female",9,0
66,7350,"Female",16,1
69,5663,"Female",4,0
40,6530,"Male",6,0
45,3966,"Male",12,0
45,1802,"Male",8,0
54,1294,"Female",10,1
39,2092,"Female",3,1
40,4572,"Male",6,1
18,2773,"Male",21,1
68,3689,"Female",20,0
21,3200,"Female",28,0
67,8839,"Male",6,0
66,5656,"Female",11,1
25,3081,"Male",7,1
53,2604,"Male",29,0
70,4416,"Male",29,1
38,4435,"Female",2,1
59,1404,"Female",6,1
65,3193,"Male",8,1
44,8324,"Female",3,1
57,6924,"Female",1,1
63,6867,"Female",9,0
33,4876,"Female",28,1
48,7757,"Male",25,1
39,8918,"Male",12,0
42,9368,"Female",3,0
54,9415,"Female",7,0
33,7515,"Male",1,1
42,3511,"Male",16,0
60,4664,"Male",12,0
32,6832,"Female",0,1
60,1595,"Male",11,0
37,8618,"Female",17,0
49,9681,"Female",18,1
31,9185,"Female",4,1
26,4984,"Female",2,1
53,4113,"Male",10,1
45,9509,"Male",5,1
52,1025,"Male",21,0
50,2696,"Female",21,0
37,1566,"Female",11,0
55,3857,"Male",14,0
70,7087,"Male",8,1
42,1777,"Male",0,0
29,6284,"Male",28,0
54,6257,"Male",27,0
34,5227,"Male",20,0
63,2764,"Male",8,1
52,9891,"Male",7,0
44,7800,"Female",21,1
64,3749,"Female",8,1
46,7888,"Female",6,1
64,6974,"Male",22,1
53,9522,"Female",24,0
23,4826,"Male",2,0
21,2630,"Male",28,0
60,4785,"Male",8,1
32,3015,"Male",16,1
50,1490,"Male",27,0
18,7206,"Female",2,0
48,9563,"Male",18,0
61,6411,"Male",4,0
19,5366,"Female",20,1
69,6220,"Female",28,1
69,5762,"Female",27,1
51,7511,"Female",27,0
68,8257,"Male",28,0
31,1914,"Male",2,1
64,2923,"Female",8,1
29,9388,"Female",19,0
18,1386,"Male",19,1
64,2962,"Female",30,0
66,1279,"Male",29,0
34,1369,"Female",30,1
68,5955,"Male",20,0
61,1411,"Male",18,0
19,3854,"Male",14,1
24,3924,"Female",1,1
44,7883,"Male",9,0
46,8572,"Female",13,0
32,4101,"Male",29,1
20,7140,"Male",5,0
32,7540,"Female",24,1
30,4514,"Male",26,1
22,2776,"Male",8,0
57,8354,"Female",3,0
32,4463,"Female",5,1
31,6209,"Female",10,1
19,6129,"Female",28,1
53,3567,"Female",3,1
19,3735,"Male",12,0
50,3129,"Female",5,0
56,1008,"Male",4,1
40,9475,"Female",8,0
41,6273,"Female",1,1
30,4747,"Female",20,1
32,3170,"Male",18,0
51,2284,"Female",8,0
32,2802,"Male",19,1
69,5823,"Male",15,0
37,3401,"Male",29,1
37,4280,"Female",30,0
39,7276,"Male",18,1
49,5753,"Male",14,1
41,1270,"Female",4,0
